word,root word,count in book,meaning,first_ref,refs,rarity word,rarity,rarity count
scrawled,scrawl,1,"See Crawl. [Obs.] Latimer.

To draw or mark awkwardly and irregularly; to write hastily and carelessly; to scratch; to scribble; as, to scrawl a letter. His name, scrawled by himself. Macaulay.

To write unskillfully and inelegantly. Though with a golden pen you scrawl. Swift.

Unskillful or inelegant writing; that which is unskillfully or inelegantly written. The left will make such a scrawl, that it will not be legible. Arbuthnot. You bid me write no more than a scrawl to you. Gray.

""inelegantly"": In an inelegant manner.

""inelegant"": Not elegant; deficient in beauty, polish, refinement, grave, or ornament; wanting in anything which correct taste requires. What order so contrived as not to mix Tastes, not well joined, inelegant. Milton. It renders style often obscure, always embarrassed and inelegant. Blair.

""unskillful"": 1. Not skillful; inexperienced; awkward; bungling; as, an unskillful surgeon or mechanic; an unskillful logician. 2. Lacking discernment; injudicious; ignorant. Though it make the unskillful laugh, can not but make the judicious grieve. Shak. -- Un*skill""ful*ly, adv. -- Un*skill""ful*ness, n.

""irregularly"": In an irregular manner.",24593,"[(24593, 'The scrawled eyebrows were larger than the real ones.')]",scrawl,16.438554032125964,139
ingratiating,ingratiate,1,"1. To introduce or commend to the favor of another; to bring into favor; to insinuate; -- used reflexively, and followed by with before the person whose favor is sought. Lysimachus . . . ingratiated himself both with Philip and his pupil. Budgell. 2. To recommend; to render easy or agreeable; -- followed by to. [Obs.] Dr. J. Scott. What difficulty would it [the love of Christ] not ingratiate to us Hammond.

To gain favor. [R.] Sir W. Temple.",11508,"[(11508, 'For the two days while my neighbour Radha lay dying, I’d been ingratiating myself with tourist customers in their five-star hotel.')]",ingratiate,16.4314365643571,60
populist,,1,"A member of the People's party. -- Pop`u*lis""tic (#), a.",17169,"[(17169, '‘You’re moving in powerful circles,’ I said, recalling photos of the populist politician.')]",,16.4314365643571,140
instinctual,,1,,1281,"[(1281, 'But even as a fugitive, writing was still a daily custom and part of my instinctual routine.')]",,16.424369397134008,141
encompassing,encompass,1,"To circumscribe or go round so as to surround closely; to encircle; to inclose; to environ; as, a ring encompasses the finger; an army encompasses a city; a voyage encompassing the world. Shak. A question may be encompassed with difficulty. C. J. Smith. The love of all thy sons encompass thee. Tennyson. Syn. -- To encircle; inclose; surround; include; environ; invest; hem in; shut up.

""encircle"": To form a circle about; to inclose within a circle or ring; to surround; as, to encircle one in the arms; the army encircled the city. Her brows encircled with his serpent rod. Parnell. Syn. -- To encompass; surround; environ; inclose.

""environ"": To surround; to encompass; to encircle; to hem in; to be round about; to involve or envelop. Dwelling in a pleasant glade, With mountains round about environed. Spenser. Environed he was with many foes. Shak. Environ me with darkness whilst I write. Donne.

About; around. [Obs.] Lord Godfrey's eye three times environ goes. Fairfax.

""inclose"": 1. To surround; to shut in; to confine on all sides; to include; to shut up; to encompass; as, to inclose a fort or an army with troops; to inclose a town with walls. How many evils have inclosed me round! Milton. 2. To put within a case, envelope, or the like; to fold (a thing) within another or into the same parcel; as, to inclose a letter or a bank note. The inclosed copies of the treaty. Sir W. Temple. 3. To separate from common grounds by a fence; as, to inclose lands. Blackstone. 4. To put into harness; to harness. [Obs.] They went to coach and their horse inclose. Chapman.

""circumscribe"": 1. to write or engare around. [R.] Thereon is circumscribed this epitaph. Ashmole. 2. To inclose within a certain limit; to hem in; to surround; to bound; to confine; to restrain. To circumscribe royal power. Bancroft. 3. (Geom.)  To draw a line around si as to touch at certain points without cutting. See Inscribe, 5. Syn. -- To bound; limit; restrict; confine; abridge; restrain; environ; encircle; inclose; encompass.",3814,"[(3814, 'Even with the escape from prison, and the flight, running and hiding as a wanted man, a hunted man with a price on my head—even then, there was no final, clear, encompassing grasp of the acts and the consequences that made up the new, bitter story of my life.')]",encompass,16.424369397134008,96
propitious,,1,"1. Convenient; auspicious; favorable; kind; as, a propitious season; a propitious breeze. 2. Hence, kind; gracious; merciful; helpful; -- said of a person or a divinity. Milton. And now t' assuage the force of this new flame, And make thee [Love] more propitious in my need. Spenser. Syn. -- Auspicious; favorable; kind. -- Propitious, Auspicious. Auspicious (from the ancient idea of auspices, or omens) denotes ""indicative of success,"" or ""favored by incidental occurrences;"" as, an auspicious opening; an auspicious event. Propitious denotes that which efficaciously protect us in some undertaking, speeds our exertions, and decides our success; as, propitious gales; propitious influences. -- Pro*pi""tious*ly, adv. -- Pro*pi""tious*ness, n.

""assuage"": To soften, in a figurative sense; to allay, mitigate, ease, or lessen, as heat, pain, or grief; to appease or pacify, as passion or tumult; to satisfy, as appetite or desire. Refreshing winds the summer's heat assuage. Addison. To assuage the sorrows of a desolate old man Burke. The fount at which the panting mind assuages Her thirst of knowledge. Byron. Syn. -- To alleviate; mitigate; appease; soothe; calm; tranquilize; relieve. See Alleviate.

To abate or subside. [Archaic] ""The waters assuaged."" Gen. vii. 1. The plague being come to a crisis, its fury began to assuage. De Foe.",15911,"[(15911, 'It was a propitious start to the new friendship.')]",,16.424369397134008,141
encompass,,1,"To circumscribe or go round so as to surround closely; to encircle; to inclose; to environ; as, a ring encompasses the finger; an army encompasses a city; a voyage encompassing the world. Shak. A question may be encompassed with difficulty. C. J. Smith. The love of all thy sons encompass thee. Tennyson. Syn. -- To encircle; inclose; surround; include; environ; invest; hem in; shut up.

""encircle"": To form a circle about; to inclose within a circle or ring; to surround; as, to encircle one in the arms; the army encircled the city. Her brows encircled with his serpent rod. Parnell. Syn. -- To encompass; surround; environ; inclose.

""environ"": To surround; to encompass; to encircle; to hem in; to be round about; to involve or envelop. Dwelling in a pleasant glade, With mountains round about environed. Spenser. Environed he was with many foes. Shak. Environ me with darkness whilst I write. Donne.

About; around. [Obs.] Lord Godfrey's eye three times environ goes. Fairfax.

""inclose"": 1. To surround; to shut in; to confine on all sides; to include; to shut up; to encompass; as, to inclose a fort or an army with troops; to inclose a town with walls. How many evils have inclosed me round! Milton. 2. To put within a case, envelope, or the like; to fold (a thing) within another or into the same parcel; as, to inclose a letter or a bank note. The inclosed copies of the treaty. Sir W. Temple. 3. To separate from common grounds by a fence; as, to inclose lands. Blackstone. 4. To put into harness; to harness. [Obs.] They went to coach and their horse inclose. Chapman.

""circumscribe"": 1. to write or engare around. [R.] Thereon is circumscribed this epitaph. Ashmole. 2. To inclose within a certain limit; to hem in; to surround; to bound; to confine; to restrain. To circumscribe royal power. Bancroft. 3. (Geom.)  To draw a line around si as to touch at certain points without cutting. See Inscribe, 5. Syn. -- To bound; limit; restrict; confine; abridge; restrain; environ; encircle; inclose; encompass.",17426,"[(17426, 'Their artistic vision must encompass the deliberate creative smudge that gives each page its counterfeit authenticity, no less than the accuracy of altered or manufactured details.')]",,16.424369397134008,141
chronology,,1,"The science which treats of measuring time by regular divisions or periods, and which assigns to events or transactions their proper dates. If history without chronology is dark and confused, chronology without history is dry and insipid. A. Holmes.",18146,"[(18146, 'She skipped important details from time to time, and she was loose with her chronology, ordering the facts as they occurred to her in the telling rather than as they’d happened.')]",,16.424369397134008,141
cachet,,1,"A seal, as of a letter. Lettre de cachet Etym: [F.], a sealed letter, especially a letter or missive emanating from the sovereign; -- much used in France before the Revolution as an arbitrary order of imprisonment.

""etym"": See Etymon. H. F. Talbot.

""missive"": 1. Specially sent; intended or prepared to be sent; as, a letter missive. Ayliffe. 2. Missile. ""The missive weapons fly."" Dryden. Letters missive, letters conveying the permission, comand, or advice of a superior authority, as a sovereign. They are addressed and sent to some certain person or persons, and are distinguished from letters patent, which are addressed to the public.

1. That which is sent; a writing containing a message. 2. One who is sent; a messenger. [Obs.] Shak.",18698,"[(18698, 'There was a certain reciprocal cachet in the connection: the filmi types, as they were known in Bollywood, found it exhilarating to be associated, at a safe distance, with the notorious mafia don, and the Khan himself wasn’t indifferent to the glamour that laminated the movie world.')]",,16.424369397134008,141
crawlspace,,1,,20096,"[(20096, 'In the meanwhile, in that black, tortured crawlspace of one to two weeks without heroin and without endorphins, we learn what anxiety and stress and pain really are.')]",,16.424369397134008,141
headscarf,,1,,2330,"[(2330, 'The woman wiped his face with a corner of her headscarf, and held the cloth out for me to see the bright stain of blood.')]",,16.41735182447536,142
eviscerated,eviscerate,1,"To take out the entrails of; to disembowel; to gut.

""disembowel"": 1. To take or let out the bowels or interior parts of; to eviscerate. Soon after their death, they are disemboweled. Cook. Roaring floods and cataracts that sweep From disemboweled earth the virgin gold. Thomson. 2. To take or draw from the body, as the web of a spider. [R.] ""Her disemboweled web."" J. Philips.",854,"[(854, 'He sat behind a solid wooden counter, surrounded by bomb-blast radios, eviscerated cassette players, and boxes of parts.')]",eviscerate,16.410383155159266,143
languid,,1,"1. Drooping or flagging from exhaustion; indisposed to exertion; without animation; weak; weary; heavy; dull. "" Languid, powerless limbs. "" Armstrong. Fire their languid souls with Cato's virtue. Addison. 2. Slow in progress; tardy. "" No motion so swift or languid."" Bentley. 3. Promoting or indicating weakness or heaviness; as, a languid day. Feebly she laugheth in the languid moon. Keats. Their idleness, aimless and languid airs. W. Black. Syn. -- Feeble; weak; faint; sickly; pining; exhausted; weary; listless; heavy; dull; heartless. -- Lan""guid*ly, adv. -- Lan""guid*ness, n.

""flagging"": A pavement or sidewalk of flagstones; flagstones, collectively.

Growing languid, weak, or spiritless; weakening; delaying. -- Flag""ging*ly, adv.

""listless"": Having no desire or inclination; indifferent; heedless; spiritless. "" A listless unconcern."" Thomson. Benumbed with cold, and listless of their gain. Dryden. I was listless, and desponding. Swift. Syn. -- Heedless; careless; indifferent; vacant; uninterested; languid; spiritless; supine; indolent. -- List""less*ly, adv. -- List""less*ness, n.

""heaviness"": The state or quality of being heavy in its various senses; weight; sadness; sluggishness; oppression; thickness.

""feebly"": In a feeble manner. The restored church . . . contended feebly, and with half a heart. Macaulay.",12193,"[(12193, 'The storm was easing, and the breeze that had stirred the languid air was dying.')]",,16.410383155159266,143
